subject	hemi	CA1	CA2	CA4_DG	CA3	Tail	Sub	Cyst
sub-6653277	R	624.0845945477486	19.531253814697266	403.13728576898575	77.20948773622513	3.662110090255737	1196.2892961502075	652.4659477472305
sub-6405157	L	595.0921341776848	11.901842683553696	376.5865095257759	92.16298693418504	54.01605525612831	1081.2366314828396	734.8624918460846
sub-6405157	R	648.8030139803886	10.986316323280334	408.935107588768	54.62640616297722	21.057106286287308	1214.9034800827503	620.7268722653389
sub-6570677	L	1015.929679721594	11.291498392820358	561.523163318634	147.70500600337982	49.43845242261887	1122.130799740553	730.2852879464626
sub-6570677	R	780.6392672657967	60.11959955096245	608.5202106833458	126.95306301116943	0.0	1127.9291367530825	588.3786189556122
sub-6086470	L	630.4923636317253	32.04341635107994	462.0355462431908	152.28252151608467	132.14094552397728	1155.088865607977	474.85291278362274
sub-6086470	R	703.1241073608398	62.866131126880646	558.1657952964306	133.97199788689613	16.479471266269684	1086.1192266047	527.3430805206299
sub-7495593	L	612.4872546494007	26.85544514656067	535.888200879097	138.85485842823982	0.0	1112.059569478035	717.1624556183815
sub-7495593	R	731.5057047307491	38.146939128637314	571.8989114165306	114.13564187288284	28.99167373776436	1087.035177409649	450.7442327439785
sub-9481794	L	628.0515124797821	7.324215888977051	354.0037679672241	107.7270087003708	170.89837074279785	1134.9482871294022	721.4352650642395
sub-9481794	R	534.362584233284	11.596675157546995	277.0995011329651	59.20407843589783	107.7270087003708	887.450825214386	555.1145292520523
sub-8253978	L	704.3465285301208	10.986340999603271	437.6225831508637	113.22034752368928	47.60747766494751	1133.4241797924042	981.1412864923476
sub-8253978	R	725.0985059738159	14.038102388381958	379.9442929029465	80.56650066375732	39.06254577636719	1153.8709810972214	584.7174820899963
sub-9882308	L	729.370259642601	20.141605496406555	413.208088517189	133.36184245347977	292.3584555387497	1212.7687915563583	929.8707870841026
sub-9882308	R	781.8605042695999	44.55567276477814	579.5289217829704	116.88234704732896	103.45461004972458	1212.4636157155037	855.1027060747147
sub-6954998	L	706.7874544858932	14.953620582818983	471.80198818445206	115.96685349941254	2.136231511831284	1139.526923596859	757.4466589093208
sub-6954998	R	778.1986221671104	33.2641763985157	556.3357208669186	84.2285567522049	0.0	1118.7749603390694	735.1688160002232
sub-8796916	L	480.3467735052109	8.544923543930054	327.1485013961792	82.09230118989944	115.66164368391036	968.6281188726424	612.1827367544174
sub-8796916	R	536.4991282224655	24.414067268371586	383.6060319542885	72.32667428255081	37.23145258426666	941.7726448774338	611.5723850727081
sub-9369902	L	658.5697218179703	15.56397396326065	424.1945844888687	116.57721674442293	44.25051420927048	1096.80240046978	712.8910427093506
sub-9369902	R	606.3846326470375	20.75196528434753	462.03640353679657	86.97514861822128	0.0	1052.8570622205734	671.0819361805916
sub-8502872	L	598.7554090619087	10.986337780952454	393.9822798669338	124.2066521346569	11.291513830423357	1001.8929704129696	753.1744900941849
sub-8502872	R	635.9868870973587	28.99172469973564	480.3471018671989	82.3975333571434	37.841830134391785	1062.623004257679	721.741356998682
sub-9589815	L	556.0314680337906	18.615762650966644	405.579484641552	155.029629945755	43.02987760305405	858.1561405658722	502.3204151391983
sub-9589815	R	609.7425209283829	18.920939087867737	453.7973616719246	96.43575406074524	0.0	1097.1092906594276	511.7808846831322
sub-6937998	L	925.5992292165756	33.26419913768768	703.1258239746094	139.1603193283081	220.9475245475769	1328.73690867424	637.5129541158676
sub-6937998	R	806.8857111930847	64.08698916435242	735.7796708345413	172.11934232711792	0.0	1238.404771566391	617.3713289499283
sub-8065270	L	647.8883101344109	24.108891427516937	390.014724612236	129.39455652236938	73.85255348682404	1045.532430768013	679.0162459015846
sub-8065270	R	632.0191664099693	43.6401452422142	477.9053667783737	111.0840060710907	0.0	947.8761616945268	727.8443804383278
sub-9157179	L	636.2922495603561	37.84184122085571	390.01510548591614	143.43278527259827	101.01330196857452	1040.0402812957764	712.5862842798233
sub-9157179	R	586.8537150621414	42.72465944290161	399.1703896522522	130.92056357860565	58.59381866455078	1066.285429239273	585.9381866455078
sub-7627786	L	573.4251249730587	36.010731637477875	483.7034715712071	125.4272093474865	0.0	1131.5914653539658	684.8142524957657
sub-7627786	R	625.3049925863743	50.65916484594345	550.5369480848312	114.44088444113731	25.63475811481476	1170.348778218031	531.6160551905632
sub-9460079	L	575.8662493228912	30.21237874031067	462.6461229324341	160.8275110721588	12.207021713256836	965.2702419757844	697.6312909126282
sub-9460079	R	604.2475748062134	57.98335313796997	523.9864070415497	92.46818947792052	10.681143999099731	1047.3624629974363	661.3154013156891
sub-8913388	L	975.645257651806	50.35391539335251	573.119109749794	151.06174618005753	10.681133568286896	1443.478907942772	623.7782003879547
sub-8913388	R	988.7677931785583	50.04874014854431	617.3695202469826	144.6530660390854	0.0	1295.7740894556046	569.7621820569038
sub-8623581	L	793.1527074873447	12.512220472097397	464.4780380129814	96.74082657694817	190.42989206314087	1191.7127059400082	893.2504712641239
sub-8623581	R	912.1713900268078	25.024440944194797	552.3687574267387	70.49568119645119	168.45721220970154	1217.9578513205051	755.9212221801281
sub-6604264	L	676.8797506093979	31.127923607826236	459.2894610762596	144.65329205989838	13.42773175239563	1211.5476149320602	914.3064620494844
sub-6604264	R	750.4270995259285	55.847157061100006	531.6161071062088	123.59616726636888	0.0	1029.3577091097832	648.8035842180252
sub-7131454	L	681.7631613612175	30.822774976491928	469.05549642443657	132.75155559182167	8.544927716255188	1113.2820110321045	583.4964926242828
sub-7131454	R	725.4033279120922	35.40041482448578	520.630238711834	101.31842863559724	0.0	1144.1047860085964	416.26005017757416
sub-7243263	L	713.8060129284859	17.395016133785248	466.61367839574814	100.70798814296722	23.193354845047	1248.1687015295029	700.988632619381
sub-7243263	R	713.1956614851952	46.08153396844864	522.1556597352028	89.72166216373444	4.272460103034973	1181.33521848917	578.0028167963028
sub-8867610	L	554.1995975971222	12.512215584516523	448.3035291135311	109.55818036198616	101.62360462546349	941.7731047272682	862.7325233519077
sub-8867610	R	632.6298269927502	36.92629477381706	490.41781571507454	126.34285980463028	25.634783148765564	1010.1325264573096	610.0468037426472
sub-7620469	L	422.6679617166519	4.57763135433197	140.99104571342468	26.245086431503296	0.0	969.5423208475112	923.4608318805696
sub-7620469	R	557.555498957634	9.15526270866394	279.2355126142502	59.50920760631561	0.0	676.2687387466431	785.216364979744
sub-7175272	L	953.6758065223694	44.25055742263794	548.0965595245361	158.99683046340942	15.25881290435791	1253.664068222046	888.3680872917175
sub-7175272	R	903.6269001960754	65.61289548873901	609.7421636581421	118.10321187973022	0.0	1336.0616579055786	694.5811634063721
sub-7670989	L	718.3846309185028	40.28325033187866	636.9026018381119	146.78972280025482	128.78433060646057	1048.2800370454788	602.1125220060349
sub-7670989	R	756.2264721393585	62.255932331085205	728.7606196403503	131.83609199523926	2.746585249900818	998.5363264083862	508.4234473705292
sub-7567693	L	659.1807174682617	5.1879963874816895	346.9854054450989	71.10606813430786	144.34837007522583	1028.7491660118103	756.5319437980652
sub-7567693	R	689.3931670188904	14.953636646270752	365.9063334465027	78.73547458648682	35.40044593811035	1023.8663458824158	630.4941492080688
sub-9548396	L	763.2452997267246	29.296900749206543	528.5649176836014	148.31556004285812	44.55570322275162	1170.960501819849	647.583576977253
sub-9548396	R	761.7194194793701	46.081583470106125	532.837382376194	107.11679336428642	0.0	1117.5546931624413	592.0415359735489
sub-7134056	L	772.7060590982437	22.583036482334137	466.0040095746517	115.6617679297924	39.06254959106445	1307.6798827946186	682.9842655062675
sub-7134056	R	872.193490087986	34.79008322954178	529.7858288288116	73.54745665192604	0.0	1388.5515674948692	657.6546435058117
sub-9389605	L	650.329843878746	17.395026326179504	443.725759267807	148.9258394241333	184.93659567832947	1079.4071599245071	498.9625972509384
sub-9389605	R	735.7790960073471	46.08156096935272	519.1042066812515	146.48443222045898	17.395026326179504	1076.050225019455	685.119896531105
sub-6880490	L	572.2049251198769	12.207038402557371	359.49728095531464	91.24761205911636	265.50308525562286	954.8955790400504	552.6736636757851
sub-6880490	R	543.823560833931	13.42774224281311	321.0451099872589	35.40041136741638	150.1465723514557	1057.4347016215324	516.3577244281769
sub-7607477	L	549.0110696256161	17.08983874320984	359.19178929924965	132.14107456803322	43.94529962539673	950.0119287073612	652.4656291604042
sub-7607477	R	650.0242236256599	31.433096259832386	426.3304415047169	111.69430321455002	21.3622984290123	801.3913667798042	599.0598830878735
sub-9096690	L	775.1463329792023	28.68651783466339	469.6654356122017	112.60984128713608	70.80076742172241	1215.2097235918045	827.331381380558
sub-9096690	R	676.2693991661072	45.77635824680328	510.25380659103394	112.30466556549072	0.0	1240.8444842100143	648.4984084963799
sub-8206666	L	791.0155477523804	4.577636271715164	415.0390219688416	104.37010699510574	0.0	1160.2782070040705	853.5765767991543
sub-8206666	R	702.5145798325539	7.62939378619194	337.8295568525791	68.35936832427979	0.0	1022.0335915982724	813.9037291109562
sub-7195884	L	652.1607719063759	9.155275225639343	352.17292034626007	74.46290516853333	0.0	1022.0338910222054	839.5387381911278
sub-7195884	R	808.410802423954	24.108891427516937	433.04451817274094	81.7871253490448	0.0	1074.829311490059	805.3590440154076
sub-7108358	L	541.6861653327942	29.29682922363281	403.44175243377686	100.7078504562378	310.05810928344727	814.5128874778748	490.1115388870239
sub-7108358	R	477.5993514060974	43.02971792221069	489.8063635826111	91.85776662826538	151.9773015975952	781.8591299057007	344.5429186820984
sub-8451275	L	795.2882412672043	37.84180426597595	524.902446269989	119.9341054558754	0.0	1289.9782792925837	730.285787165165
sub-8451275	R	800.4762305617332	60.72999233007431	570.0684707164764	128.47902899980545	0.0	1291.809334337711	621.948363661766
sub-6752784	L	524.2924529910088	3.3569365441799164	279.23608526587486	71.71637162566185	2.1362323462963104	1245.118281841278	825.5012138187885
sub-6752784	R	567.9326280653477	10.681161731481552	390.320167273283	82.7027094066143	0.9155281484127044	1123.6582141518593	831.6047348082066
sub-9646699	L	686.9500798285007	0.610351026058197	398.2540445029736	119.93397662043571	153.80845856666565	1151.427210658789	660.0946346819401
sub-9646699	R	738.5247415304184	21.0571103990078	404.3575547635555	101.9286213517189	147.39977279305458	1081.236842662096	637.5116467177868
sub-6276475	L	727.2337446808815	36.01073515415192	442.5047963857651	125.427221596241	0.0	1099.8533008098602	672.9124662280083
sub-6276475	R	657.3485044240952	38.1469652056694	494.6898447871208	123.29099154472352	0.0	1115.4172626137731	747.9856937527657
sub-7651278	L	630.1882344484329	20.14160943031311	471.4967662096024	106.20121335983276	0.0	1155.090783238411	651.2453715801239
sub-7651278	R	693.3596458435059	36.621108055114746	491.3331997394562	65.91799449920654	0.0	1047.0585144758224	520.9352620840073
sub-7716381	L	632.6295180916786	22.583012223243717	480.0415976643562	111.99953359365465	90.6372247338295	1246.643309891224	669.5557948350906
sub-7716381	R	767.5172397494316	46.997079491615295	564.2701297402382	111.0840060710907	24.719243109226227	1170.044173836708	653.9918269515038
sub-8858710	L	447.081340700388	12.817349016666412	344.23737359046936	109.5578165948391	0.0	896.9092561900616	849.9123097956181
sub-8858710	R	581.6635053753853	24.413998126983643	391.84466993808746	80.87136879563332	0.9155249297618866	948.7890022099018	606.3826784789562
sub-7101546	L	749.8184322416782	18.00540801882744	503.54107171297073	123.59644487500192	21.66752490401268	1209.7192777395248	770.8756043314934
sub-7101546	R	842.5920599997044	36.31599244475365	538.6363585293293	130.31032583117485	0.0	1022.34096378088	745.2407861351967
sub-7137567	L	837.7087466418743	12.817401587963104	491.33372753858566	91.85804471373558	67.44394645094872	1389.1621911525726	817.87229180336
sub-7137567	R	785.5236116051674	28.07621300220489	517.2737069427967	90.3321635723114	0.0	1394.6553632616997	822.1447589993477
sub-9717999	L	681.7622292637825	10.986320614814758	417.4801833629608	115.35636645555496	0.0	1097.4113591909409	702.514168202877
sub-9717999	R	732.7265498936176	36.01071757078171	506.2862749993801	92.77337408065796	10.986320614814758	1015.0139545798302	566.4058628082275
sub-9436688	L	641.4798054099083	14.648444652557371	458.37424725294113	120.2393165230751	155.6397244334221	1110.2300342917442	640.5642776191235
sub-9436688	R	703.4305192530155	38.452167212963104	535.2785816788673	138.2446964085102	68.05423244833946	1141.052803248167	582.5808508694172
sub-8854398	L	720.8247025609016	17.089832067489624	423.27851924300194	103.45451912283896	118.10294660925864	1201.476229459047	633.8496643602848
sub-8854398	R	746.4594506621361	31.12790840864181	502.3189925551415	99.79241225123404	8.850091606378555	1236.266244739294	512.6949620246887
sub-9086990	L	568.5423139035702	10.375973522663116	347.90028870105743	108.33737060427666	15.869135975837708	937.1945496499538	688.4763607978821
sub-9086990	R	637.8171959519386	4.882811069488525	317.9930709004402	38.75731286406517	0.0	877.9904654324055	753.4787831604481
sub-8434376	L	617.3712686598301	26.85549759864807	404.05316841602325	120.84973919391632	178.8331999182701	1009.2173927128316	794.3734119236469
sub-8434376	R	739.136536180973	49.13335356116295	445.251943141222	109.55822315812112	0.0	987.5498889684676	622.2540864050388
sub-9329687	L	645.4469034075737	11.901857793331146	367.12653654813766	75.6836085319519	28.68652904033661	1331.4821936488152	981.140328347683
sub-9329687	R	481.5674768686295	1.525879204273224	274.35308092832565	28.68652904033661	9.460451066493988	1559.7537226080894	733.3375455737114
sub-9573597	L	888.3672197461128	10.986334562301636	438.2326786518097	79.34574961662292	0.0	1353.760558843613	849.3046968579292
sub-9573597	R	758.0570847988129	26.85548448562622	494.9954072237015	95.21489953994752	0.0	1136.1700993180275	708.9237552285194
sub-6166973	L	665.8934246301651	22.27782768011093	484.0086945295334	130.00485742092133	144.95846778154373	1130.3708729743958	765.0755341649055
sub-6166973	R	739.1355978250504	40.8935467004776	533.1419857144356	108.3373811841011	80.87156623601913	1091.003204882145	708.9232013821602
sub-6117051	L	622.8644994497299	25.329619526863095	391.84616231918335	88.50108027458191	43.945363998413086	1067.200957655907	722.9622730016708
sub-6117051	R	649.7199996709824	34.790079832077026	406.7997931241989	88.80625641345978	0.0	944.5201498270036	618.5920335054398
sub-9992517	L	625.9150994718075	15.258778631687164	429.68720626831055	109.86320614814758	258.7888855934143	1192.320962280035	755.9198934137821
sub-9992517	R	713.5004888176918	28.99167940020561	546.5694505870342	88.50091606378555	58.28853437304497	1085.2043362855911	605.7735116779804
sub-9515684	L	672.6071591377258	41.80906569957733	615.539310336113	141.90668284893036	99.4872658252716	1195.3730682134628	596.0080679655075
sub-9515684	R	803.2223424911499	41.80906569957733	600.5857028961182	112.91499495506288	78.12496948242188	1058.6543716192243	558.1662858724594
sub-6317665	L	637.8183171153069	14.038106501102448	415.6500229239464	75.68370461463928	78.12511444091797	1194.7649337351322	853.8830867409706
sub-6317665	R	784.9132591485977	21.05715975165367	455.32293260097504	80.56652426719666	16.78469255566597	1055.2993974089622	791.0167837142944
sub-8959211	L	651.8560416698456	19.53126716613769	457.1537221074104	130.61534917354584	301.8191129267216	1105.958003282547	787.9645597338676
sub-8959211	R	702.2100898325443	44.55570322275162	493.1644959449768	125.1221802830696	138.85510250926018	1034.2416316568851	601.8071695566177
sub-7268178	L	617.6754796504974	15.86913287639618	418.7009674310684	106.20112001895905	7.629390805959701	1222.2284071147442	823.0586801469326
sub-7268178	R	742.7974888682365	29.60203632712364	505.0656713545322	89.11128461360931	0.0	1098.9374516904354	563.3542171120644
sub-7956199	L	699.1574417352676	30.822741866111755	492.55351853370667	112.60981929302216	1.8310539722442627	1175.5366501808169	709.8385899066925
sub-7956199	R	718.9938597679138	55.5419704914093	490.7224645614624	98.57173883914948	0.0	1203.9179867506027	662.2311866283417
sub-8151667	L	604.5533407330513	0.0	367.73688822984695	88.50099384784698	332.6416665315628	1038.5133864283562	610.0465058684349
sub-8151667	R	644.8365517258644	13.122561156749724	425.4151221513748	90.6372247338295	207.51957178115845	1030.88399040699	569.1529431939125
sub-6631671	L	568.84765625	21.66748046875	421.142578125	89.111328125	148.62060546875	1054.0771484375	704.345703125
sub-6631671	R	690.00244140625	25.0244140625	460.205078125	81.787109375	38.4521484375	1011.65771484375	561.82861328125
sub-9559806	L	909.7296257913112	28.68654304742813	556.0306535363197	152.58799493312836	13.427743554115295	1564.332124054432	945.130040615797
sub-9559806	R	1068.726316511631	54.01615020632744	634.1557069420815	130.31014767289162	0.0	1388.2455779016018	715.9428722262383
sub-8724991	L	625.9150994718075	15.86912977695465	416.2594810724258	109.86320614814758	86.0595114827156	1029.357206493616	803.8324583172798
sub-8724991	R	624.3892216086388	25.02439695596695	394.59201541543007	103.14934355020524	0.0	1017.760534733534	785.827099531889
sub-7530670	L	661.6209645271301	35.09520798921585	628.3568108677864	167.54147118330002	0.0	1194.4577745199203	780.6394959688187
sub-7530670	R	711.6697828769684	54.93162989616394	716.2474187016487	139.7704805135727	9.765623092651367	1269.5310020446775	481.8724644780159
sub-6732374	L	817.872371673584	24.108924388885494	490.4182467460632	97.35122632980348	54.62655019760132	1369.0206937789917	778.1994581222534
sub-6732374	R	905.1527814865112	47.30232000350952	518.799638748169	91.85805368423462	1.525881290435791	1305.5440320968628	859.0711665153503
sub-6291976	L	716.2468591332436	53.100534081459045	616.149300634861	145.26353001594543	0.0	1102.599020898342	918.578204512596
sub-6291976	R	793.1510809063911	71.41106307506561	609.1302645206451	141.60142421722412	0.0	952.757858633995	767.2111648321152
sub-6771081	L	751.3415994644165	29.29682922363281	481.2614550590515	138.54958820343018	267.0283913612366	1195.371667385101	675.3529486656189
sub-6771081	R	776.6711497306824	38.146913051605225	581.6641302108765	100.09749984741212	216.9796414375305	1120.603717803955	435.4851593971253
sub-7888815	L	623.7800278663635	18.615744471549988	442.5054013729096	122.37563169002532	272.8274681568146	1036.072991490364	715.638045668602
sub-7888815	R	735.7796708345413	25.939971804618835	458.3745605945587	72.93709719181061	210.87671196460724	1065.9802531003952	509.9493280649185
sub-7079074	L	596.3138259649277	2.1362317204475403	339.6608435511589	74.76811021566391	17.395029723644257	1019.8980585336684	743.713814675808
sub-7079074	R	712.8910427093506	57.98343241214752	584.1067875623703	144.65340507030487	0.0	1004.9444364905356	773.0107068419456
sub-8127165	L	874.0234375	28.076171875	420.83740234375	104.98046875	125.732421875	1382.75146484375	839.84375
sub-8127165	R	995.17822265625	50.6591796875	621.03271484375	140.68603515625	30.82275390625	1186.21826171875	629.57763671875
sub-9845403	L	665.5889638960361	31.433133095502853	402.22203320264816	172.11929190158844	0.0	875.2449098825455	790.4059681296349
sub-9845403	R	702.5152658820152	47.30228766798973	459.28995445370674	169.37270745635033	0.0	1002.8084985613824	563.965339422226
sub-9688312	L	794.3727137446404	16.174319565296173	494.3848621845245	90.02687305212021	67.13868498802185	1184.9977900385857	560.6080196499825
sub-9688312	R	704.3458406925201	31.738287448883057	562.1338988542557	106.50636845827104	7.324220180511475	1133.728248775005	744.3238758444786
