subject	hemi	CA1	CA2	CA4_DG	CA3	Tail	Sub	SRLM	Cyst
sub-9573597	R	604.195948808454	63.56719880644232	310.5928333550692	172.70575152430683	230.0597585188225	546.5129239819944	508.4803699590266	35.061856786720455
sub-6166973	L	537.9532717010006	65.45065555162728	343.8710494758561	107.99405849725008	303.8977983109653	467.5292055606842	512.4663305729628	11.23428125306964
sub-6166973	R	583.1812673229724	65.20270027779043	308.4134453171864	194.8451615292579	264.85437942296267	555.3149092402309	540.2420896133408	21.48627815209329
sub-6117051	L	545.0779626760632	55.37993245199323	285.07266072928905	90.53717732615767	307.34098211303353	542.0881901904941	478.7498362418264	48.69943603686988
sub-6117051	R	489.116288209334	49.75324739143253	257.8213852029294	130.1671599857509	231.6000791452825	691.7913914415985	467.4726242348552	71.34445921704173
sub-9992517	L	457.930251841899	57.80216080415994	257.37744856998324	167.08362601697445	111.90406779013574	475.9642208372243	411.0953381792642	5.888934878166765
sub-9992517	R	565.5523248785175	55.99018084164709	306.2103085597046	167.71781900385395	248.61795596173036	609.7121839122847	517.048482303042	7.238383113406599
sub-9515684	L	584.3112570438534	43.48753184080124	372.7100823763758	108.31351817585528	327.88740701414645	596.3084752578288	531.7876645848155	12.054438650608065
sub-9515684	R	600.7239856179804	55.637337885797024	321.40719256550074	156.25947570428252	307.5646152701229	654.4587439857423	579.0660503525287	15.692704746499658
sub-6317665	L	472.6416835561394	60.27230508625507	204.658808093518	94.65708293253556	257.2444869298488	480.4808979202062	464.01091834995896	1.4877341128885746
sub-6317665	R	524.1210985649377	118.9758136239834	239.4298246037215	151.89669925021008	208.75484528252852	305.0045666564256	403.3952900068834	3.476147975306958
sub-8959211	L	450.601973795332	90.6802020748146	251.39830750320107	114.69851084332912	133.91506520844996	403.9911006144248	388.9039596687071	1.9884126973338423
sub-8959211	R	387.1968811419793	149.5171907376498	267.6966158952564	162.66360274376348	206.3180829454213	265.59853055514395	356.14044973254204	6.594663694035262
sub-7268178	L	540.8904295577668	26.741014774888757	279.1307993745432	98.6194129055366	351.61954876966774	507.64535912079737	466.8519601551816	3.280638046562672
sub-7268178	R	621.061021820642	49.31447482202202	292.4011710076593	124.72146620042622	299.6920075966045	622.1768202260137	581.1020874744281	15.61164093669504
sub-7956199	L	520.1194638814777	47.321301095187664	276.2125843651593	112.91022658534348	326.03727956302464	766.7729243561625	567.5122905224562	33.979402620345354
sub-7956199	R	588.283309020102	56.24292084015906	303.5782581847161	144.6055801101029	293.09738154150546	783.7530889268965	566.0960847157985	31.89085668325424
sub-8151667	L	428.5050275400281	81.21015227492899	321.4073808901012	84.15700648818165	244.25988199654967	406.6754181738943	395.526963237673	7.328988553024828
sub-8151667	R	588.7557225963101	112.9722815863788	309.9156031329185	134.41565277893096	217.1993679832667	327.6730223726481	393.67683470249176	8.978845442645252
sub-6631671	L	434.9184036254883	58.16936492919922	318.27449798583984	86.61270141601562	251.0547637939453	489.28260803222656	402.6460647583008	6.542205810546875
sub-6631671	R	613.6465072631836	60.96363067626953	263.40484619140625	165.08102416992188	292.5252914428711	490.25535583496094	495.8486557006836	8.840560913085938
sub-9559806	L	546.7084807208739	71.71635761857033	258.2599497991614	123.76316901529208	331.8884257292375	430.46980720572174	466.8238969985396	9.708411177620292
sub-9559806	R	728.0640810737386	71.16322613693774	295.93011104827747	146.32711876602843	258.6080411626026	403.2900706082583	472.2550759431906	18.07690902473405
sub-8724991	L	481.85315571539104	67.56301076011732	300.0591134238057	119.83863267861308	341.04800752317533	508.2079274333082	452.5610691108741	27.656536269932985
sub-8724991	R	525.0164257697761	70.90563695412129	261.5450024837628	175.080179693643	266.76159742847085	531.2200729572214	488.1664753742516	11.73495444143191
sub-7530670	L	567.9701649472117	63.50039195548743	361.86211194098	165.09529703948647	403.3946203086525	653.6387120578438	625.0475616361946	3.5190575402230024
sub-7530670	R	543.4368979493156	92.18214141950013	407.2188535705209	185.9426135243848	386.0425195107237	743.3174588857219	614.123224475421	12.903210980817676
sub-6732374	L	571.6761938408017	50.2730201408267	297.70420814305544	132.5800106227398	367.1413436159492	766.264205403626	612.3027831986547	9.093298815190792
sub-6732374	R	707.4557867944241	58.23144474625588	289.6694894731045	149.1310542449355	236.1062877997756	724.5408888682723	603.2667049318552	21.052393428981304
sub-6291976	L	622.2671154001728	45.63327147625387	364.737154492177	159.48756855446845	196.2707510171458	628.4564556693658	561.4465952664614	36.98345387354493
sub-6291976	R	685.581491435878	55.51332774572074	353.57917588669807	195.49827557522804	246.28138333093372	619.1438350640237	601.0240407474339	57.09165719803423
sub-6771081	L	614.9520802125335	56.81505862623453	299.5390980094671	132.87046652287245	265.1878028064966	476.3738818243146	471.5435289591551	0.2670283913612366
sub-6771081	R	615.5671991854906	51.61754172295332	316.9579321816564	164.20815559476614	229.7016369402409	579.1225921288133	524.7060206606984	20.775762520730492
sub-7888815	L	540.6338351536542	58.99913072399795	280.6857537329197	114.9178897961974	292.93571468256414	519.4336302559823	480.7239443901926	25.6872478146106
sub-7888815	R	496.3022326044738	53.85882013477385	275.4310020916164	137.5867548622191	189.8100216276944	620.3086492866278	456.2717062626034	18.32487346418202
sub-7079074	L	452.1372583322227	53.25797340553254	210.0325861396268	132.06012834329158	355.1675970219076	592.9092066604644	491.2760752104223	4.076960091479123
sub-7079074	R	688.2766941804439	53.22936315927655	347.36653654277325	124.15416362788528	267.5391811141744	557.380049184896	575.0468762479722	6.194118314422667
