subject	hemi	CA1	CA2	CA4_DG	CA3	Tail	Sub	Cyst
sub-8796916	L	480.3467735052109	8.544923543930054	327.1485013961792	82.09230118989944	115.66164368391037	968.6281188726425	612.1827367544174
sub-8796916	R	536.4991282224655	24.414067268371582	383.6060319542885	72.32667428255081	37.23145258426666	941.7726448774338	611.5723850727081
