subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	Cyst
sub-8749907	L	881.6531764268875	25.329599738121033	535.2785294055939	117.79789757728577	0.0	1326.904815196991	836.4871431589127
sub-8749907	R	759.2776403427124	36.01075625419617	489.80732023715973	84.5337244272232	0.0	1291.8095866441727	661.3161762952805
