subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	Cyst
sub-8724991	L	625.9150994718075	15.86912977695465	416.25948107242584	109.86320614814758	86.0595114827156	1029.357206493616	803.8324583172798
sub-8724991	R	624.3892216086388	25.02439695596695	394.59201541543007	103.14934355020523	0.0	1017.7605347335339	785.827099531889
