subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	Cyst
sub-8434376	L	617.3712686598301	26.85549759864807	404.05316841602325	120.84973919391632	178.8331999182701	1009.2173927128315	794.3734119236469
sub-8434376	R	739.136536180973	49.13335356116295	445.251943141222	109.55822315812111	0.0	987.5498889684677	622.2540864050388
