subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	Cyst
sub-6570677	L	1015.9296797215939	11.291498392820358	561.523163318634	147.70500600337982	49.438452422618866	1122.130799740553	730.2852879464626
sub-6570677	R	780.6392672657967	60.11959955096245	608.5202106833458	126.95306301116943	0.0	1127.9291367530823	588.3786189556122
