subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	Cyst
sub-8451275	L	795.2882412672043	37.84180426597595	524.902446269989	119.9341054558754	0.0	1289.9782792925835	730.285787165165
sub-8451275	R	800.4762305617332	60.72999233007431	570.0684707164764	128.47902899980545	0.0	1291.8093343377113	621.948363661766
